nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0.25,0.19,0.25,0.22,0.23,0.22,0.22,0.22,0.21,0.2,0.27,0.22,0.28,0.22,0.3,0.21,0.24,0.33,0.21,0.37,0.2,0.46,0.27,0.33,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.17,0.24,0.17,0.26,0.17,0
0.25,0.19,0.25,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.27,0.22,0.28,0.22,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.46,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.17,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.21,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.34,0.21,0.37,0.2,0.46,0.27,0.34,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.17,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.21,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.34,0.21,0.38,0.2,0.46,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.19,0.26,0.19,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.34,0.21,0.38,0.2,0.46,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.19,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.38,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.29,0.23,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.29,0.23,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.29,0.23,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.29,0.23,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.29,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.2,0.22,0.27,0.23,0.28,0.23,0.29,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.27,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.27,0.23,0.28,0.23,0.29,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.46,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.22,0.27,0.23,0.28,0.23,0.3,0.22,0.24,0.35,0.21,0.37,0.2,0.45,0.26,0.35,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.2,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.27,0.23,0.28,0.23,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.45,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.19,0
0.25,0.2,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.27,0.23,0.28,0.23,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.45,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.2,0.26,0.19,0
0.25,0.19,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.27,0.23,0.28,0.23,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.45,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.23,0.23,0.23,0.22,0.23,0.21,0.21,0.27,0.23,0.28,0.23,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.45,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.19,0.26,0.19,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.22,0.23,0.23,0.22,0.23,0.21,0.21,0.27,0.22,0.28,0.22,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.45,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.19,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.27,0.22,0.28,0.22,0.3,0.21,0.24,0.34,0.21,0.37,0.2,0.45,0.26,0.34,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.17,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.27,0.22,0.28,0.22,0.3,0.21,0.24,0.33,0.21,0.37,0.2,0.46,0.26,0.33,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.17,0.24,0.19,0.26,0.19,0
0.25,0.19,0.25,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.27,0.22,0.28,0.22,0.3,0.21,0.24,0.33,0.21,0.37,0.2,0.46,0.26,0.33,0.29,0.36,0.3,0.45,0.24,0.17,0.26,0.17,0.24,0.17,0.26,0.17,0
0.25,0.17,0.25,0.21,0.23,0.21,0.22,0.22,0.2,0.21,0.27,0.21,0.28,0.22,0.3,0.21,0.24,0.33,0.21,0.38,0.2,0.45,0.26,0.33,0.29,0.36,0.3,0.45,0.24,0.16,0.26,0.17,0.24,0.17,0.26,0.17,0
0.25,0.17,0.25,0.21,0.23,0.21,0.22,0.22,0.21,0.21,0.27,0.21,0.28,0.22,0.3,0.21,0.24,0.32,0.21,0.38,0.2,0.45,0.26,0.33,0.29,0.36,0.3,0.45,0.24,0.16,0.26,0.16,0.24,0.17,0.26,0.17,0
0.25,0.16,0.25,0.21,0.23,0.21,0.21,0.21,0.2,0.21,0.27,0.21,0.28,0.21,0.3,0.21,0.24,0.32,0.21,0.38,0.2,0.45,0.26,0.32,0.29,0.36,0.3,0.45,0.24,0.16,0.26,0.16,0.24,0.16,0.26,0.16,0
0.25,0.16,0.25,0.2,0.23,0.2,0.21,0.21,0.2,0.21,0.27,0.2,0.28,0.21,0.3,0.21,0.24,0.32,0.21,0.38,0.2,0.45,0.26,0.32,0.29,0.36,0.3,0.45,0.24,0.15,0.26,0.15,0.24,0.16,0.26,0.16,0
0.25,0.16,0.25,0.2,0.23,0.2,0.21,0.21,0.2,0.21,0.27,0.2,0.28,0.2,0.3,0.21,0.24,0.31,0.21,0.38,0.2,0.45,0.26,0.31,0.29,0.36,0.3,0.45,0.24,0.15,0.26,0.15,0.24,0.15,0.26,0.15,0
0.25,0.15,0.25,0.19,0.23,0.19,0.21,0.21,0.2,0.21,0.27,0.19,0.28,0.2,0.3,0.21,0.24,0.31,0.21,0.38,0.2,0.45,0.26,0.31,0.29,0.36,0.3,0.45,0.24,0.14,0.26,0.14,0.24,0.15,0.26,0.15,0
0.25,0.15,0.25,0.19,0.23,0.19,0.21,0.21,0.2,0.21,0.27,0.19,0.28,0.2,0.3,0.21,0.24,0.31,0.21,0.37,0.2,0.45,0.26,0.31,0.29,0.36,0.3,0.45,0.24,0.14,0.26,0.14,0.24,0.14,0.26,0.14,0
0.25,0.14,0.25,0.17,0.23,0.17,0.21,0.2,0.2,0.21,0.27,0.17,0.28,0.2,0.3,0.2,0.24,0.29,0.21,0.37,0.2,0.45,0.26,0.29,0.29,0.36,0.3,0.45,0.24,0.13,0.26,0.13,0.24,0.14,0.26,0.14,0
0.25,0.13,0.25,0.17,0.23,0.17,0.21,0.2,0.2,0.21,0.27,0.17,0.28,0.19,0.3,0.2,0.23,0.29,0.21,0.37,0.2,0.45,0.26,0.29,0.29,0.36,0.3,0.45,0.24,0.13,0.26,0.13,0.24,0.13,0.26,0.13,0
0.25,0.13,0.25,0.16,0.23,0.17,0.21,0.2,0.19,0.21,0.27,0.16,0.28,0.19,0.3,0.2,0.23,0.29,0.21,0.37,0.2,0.45,0.26,0.29,0.29,0.36,0.3,0.45,0.24,0.12,0.26,0.12,0.24,0.13,0.26,0.13,0
0.25,0.12,0.25,0.16,0.23,0.16,0.21,0.2,0.19,0.21,0.27,0.16,0.28,0.19,0.3,0.2,0.23,0.28,0.21,0.37,0.2,0.45,0.26,0.28,0.29,0.36,0.3,0.45,0.24,0.11,0.26,0.11,0.24,0.12,0.26,0.12,0
0.25,0.12,0.25,0.15,0.23,0.16,0.21,0.2,0.19,0.21,0.27,0.15,0.29,0.19,0.31,0.21,0.23,0.28,0.21,0.37,0.2,0.45,0.26,0.28,0.29,0.36,0.3,0.45,0.24,0.11,0.26,0.11,0.24,0.11,0.26,0.11,0
0.25,0.11,0.25,0.15,0.23,0.15,0.21,0.19,0.18,0.22,0.27,0.15,0.29,0.19,0.31,0.21,0.23,0.27,0.21,0.36,0.2,0.45,0.26,0.27,0.29,0.36,0.3,0.45,0.24,0.1,0.26,0.1,0.24,0.11,0.26,0.11,0
0.25,0.1,0.25,0.14,0.23,0.15,0.21,0.19,0.18,0.22,0.27,0.14,0.29,0.19,0.31,0.21,0.23,0.27,0.21,0.36,0.2,0.45,0.26,0.27,0.29,0.36,0.3,0.45,0.24,0.1,0.26,0.1,0.24,0.1,0.26,0.1,0
0.25,0.1,0.25,0.14,0.23,0.14,0.21,0.19,0.18,0.22,0.27,0.14,0.29,0.19,0.31,0.22,0.23,0.26,0.21,0.36,0.2,0.45,0.26,0.26,0.29,0.35,0.3,0.45,0.24,0.09,0.26,0.09,0.24,0.09,0.26,0.09,0
0.25,0.09,0.25,0.13,0.23,0.14,0.21,0.19,0.18,0.23,0.27,0.13,0.29,0.19,0.31,0.22,0.23,0.26,0.21,0.36,0.2,0.45,0.26,0.26,0.29,0.35,0.3,0.45,0.24,0.08,0.26,0.08,0.24,0.09,0.26,0.09,0
0.25,0.09,0.25,0.13,0.23,0.13,0.21,0.19,0.18,0.23,0.27,0.13,0.29,0.19,0.31,0.23,0.23,0.26,0.21,0.36,0.2,0.45,0.26,0.26,0.29,0.35,0.3,0.45,0.24,0.08,0.26,0.08,0.24,0.08,0.26,0.08,0
0.25,0.08,0.25,0.13,0.23,0.13,0.21,0.19,0.18,0.24,0.27,0.13,0.29,0.19,0.31,0.23,0.23,0.25,0.21,0.36,0.2,0.45,0.26,0.25,0.29,0.35,0.3,0.45,0.24,0.07,0.26,0.07,0.24,0.08,0.26,0.08,0
0.25,0.08,0.25,0.12,0.23,0.12,0.21,0.19,0.18,0.24,0.27,0.12,0.29,0.19,0.31,0.23,0.23,0.25,0.21,0.36,0.2,0.45,0.26,0.25,0.29,0.35,0.3,0.45,0.24,0.07,0.26,0.07,0.24,0.07,0.26,0.07,0
0.25,0.07,0.25,0.12,0.23,0.12,0.21,0.19,0.19,0.24,0.27,0.12,0.29,0.19,0.31,0.24,0.23,0.25,0.21,0.36,0.2,0.45,0.26,0.24,0.29,0.35,0.3,0.45,0.24,0.06,0.26,0.06,0.24,0.07,0.26,0.07,0
0.25,0.07,0.25,0.11,0.23,0.12,0.21,0.19,0.19,0.24,0.27,0.11,0.29,0.17,0.31,0.24,0.23,0.25,0.22,0.35,0.2,0.45,0.26,0.24,0.29,0.35,0.3,0.45,0.24,0.06,0.26,0.06,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.11,0.23,0.11,0.21,0.19,0.19,0.24,0.27,0.11,0.29,0.17,0.31,0.24,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.24,0.29,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.11,0.23,0.11,0.21,0.19,0.2,0.24,0.27,0.11,0.29,0.17,0.31,0.24,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.24,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.11,0.23,0.11,0.21,0.17,0.2,0.25,0.27,0.1,0.29,0.17,0.31,0.25,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.24,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.11,0.21,0.19,0.2,0.25,0.27,0.1,0.29,0.17,0.3,0.25,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.1,0.21,0.19,0.2,0.25,0.27,0.1,0.28,0.17,0.3,0.24,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.1,0.21,0.17,0.2,0.25,0.27,0.1,0.28,0.17,0.29,0.24,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.1,0.22,0.17,0.21,0.25,0.27,0.1,0.28,0.17,0.29,0.24,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.1,0.22,0.17,0.21,0.25,0.27,0.1,0.28,0.17,0.29,0.25,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.1,0.22,0.17,0.21,0.25,0.27,0.1,0.28,0.17,0.29,0.25,0.23,0.24,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.04,0.25,0.1,0.23,0.1,0.22,0.19,0.21,0.25,0.27,0.1,0.27,0.17,0.29,0.24,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.22,0.17,0.22,0.25,0.27,0.1,0.27,0.17,0.28,0.23,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.22,0.24,0.27,0.1,0.27,0.16,0.28,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.22,0.23,0.27,0.1,0.27,0.17,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.22,0.27,0.1,0.27,0.16,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.22,0.27,0.1,0.27,0.17,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.22,0.27,0.1,0.27,0.16,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.22,0.27,0.1,0.27,0.17,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.16,0.23,0.19,0.27,0.1,0.27,0.17,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.24,0.04,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.15,0.23,0.17,0.27,0.1,0.27,0.16,0.27,0.21,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.04,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.15,0.23,0.17,0.27,0.1,0.27,0.16,0.27,0.19,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.15,0.23,0.17,0.27,0.1,0.27,0.16,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.16,0.23,0.17,0.27,0.1,0.27,0.16,0.27,0.19,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.04,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.19,0.27,0.1,0.27,0.16,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.06,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.19,0.27,0.1,0.27,0.16,0.27,0.21,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.06,0.26,0.04,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.17,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.25,0.04,0.23,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.16,0.27,0.19,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.26,0.04,0.23,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.16,0.27,0.21,0.23,0.23,0.22,0.35,0.2,0.45,0.26,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.26,0.04,0.23,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.16,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.35,0.3,0.45,0.24,0.04,0.26,0.04,0.23,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.16,0.27,0.22,0.23,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.17,0.27,0.22,0.24,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.16,0.27,0.21,0.24,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.16,0.27,0.21,0.24,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.17,0.27,0.21,0.24,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.06,0.26,0.06,0
0.25,0.06,0.25,0.1,0.23,0.1,0.23,0.17,0.23,0.21,0.27,0.1,0.27,0.17,0.27,0.19,0.24,0.23,0.22,0.35,0.2,0.45,0.27,0.23,0.28,0.34,0.3,0.45,0.24,0.04,0.26,0.04,0.24,0.04,0.26,0.06,0
0.26,0.1,0.26,0.15,0.24,0.15,0.24,0.21,0.24,0.26,0.28,0.15,0.29,0.21,0.29,0.25,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.35,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.15,0.24,0.15,0.24,0.21,0.24,0.26,0.28,0.15,0.29,0.2,0.29,0.25,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.15,0.24,0.15,0.24,0.21,0.24,0.25,0.28,0.15,0.29,0.2,0.29,0.25,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.15,0.24,0.15,0.24,0.21,0.25,0.25,0.28,0.14,0.29,0.2,0.29,0.25,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.15,0.24,0.15,0.24,0.21,0.25,0.25,0.28,0.14,0.29,0.2,0.29,0.25,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.15,0.24,0.15,0.24,0.21,0.24,0.25,0.28,0.14,0.29,0.2,0.29,0.25,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.14,0.24,0.15,0.24,0.21,0.24,0.25,0.28,0.14,0.29,0.2,0.29,0.24,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.14,0.24,0.14,0.24,0.21,0.24,0.25,0.28,0.14,0.29,0.2,0.3,0.24,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.14,0.24,0.14,0.24,0.2,0.24,0.25,0.28,0.14,0.29,0.2,0.3,0.24,0.26,0.25,0.26,0.35,0.26,0.44,0.28,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.14,0.24,0.14,0.24,0.2,0.24,0.25,0.28,0.14,0.29,0.2,0.3,0.24,0.26,0.25,0.26,0.35,0.26,0.44,0.27,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
0.26,0.1,0.26,0.14,0.24,0.14,0.24,0.2,0.24,0.25,0.28,0.14,0.29,0.19,0.3,0.24,0.26,0.25,0.26,0.35,0.26,0.44,0.27,0.25,0.29,0.34,0.29,0.42,0.26,0.09,0.27,0.09,0.26,0.1,0.27,0.1,1
